@relation krkopt_clustered-weka.filters.unsupervised.instance.Randomize-S42-weka.filters.unsupervised.instance.RemovePercentage-P30.0

@attribute Instance_number numeric
@attribute whitekingfile {a,b,c,d}
@attribute whitekingrank numeric
@attribute whiterookfile {b,c,d,e,f,g,h,a}
@attribute whiterookrank numeric
@attribute blackkingfile {c,d,e,f,g,h,a,b}
@attribute blackkingrank numeric
@attribute optimalwindepth {draw,zero,one,two,three,four,five,six,seven,eight,nine,ten,eleven,twelve,thirteen,fourteen,fifteen,sixteen}
@attribute Cluster {cluster0,cluster1}

@data
26334,b,1,e,2,c,4,fifteen,cluster1
13338,b,1,d,2,b,6,twelve,cluster1
21762,b,1,e,3,b,5,fourteen,cluster1
3990,d,1,a,6,g,1,six,cluster1
22710,c,1,a,4,d,7,fourteen,cluster1
24013,c,2,g,7,d,5,fourteen,cluster0
10609,b,1,f,7,a,3,eleven,cluster1
25036,d,1,g,8,f,4,fourteen,cluster1
14755,c,2,h,6,g,8,twelve,cluster0
8315,d,4,h,8,g,1,nine,cluster0
25898,a,1,g,2,g,6,fifteen,cluster1
11314,c,2,f,8,h,3,eleven,cluster0
7800,d,3,f,2,g,8,nine,cluster0
21393,b,1,a,5,d,2,fourteen,cluster1
15476,d,1,h,5,g,2,twelve,cluster1
26965,c,1,c,7,d,3,fifteen,cluster1
20719,d,2,h,1,d,5,thirteen,cluster0
20542,d,2,f,5,d,8,thirteen,cluster0
16779,a,1,b,4,d,1,thirteen,cluster1
15446,d,1,h,1,h,3,twelve,cluster1
19737,d,1,e,4,b,4,thirteen,cluster1
5687,c,3,g,7,h,2,eight,cluster0
280,b,1,c,4,d,4,draw,cluster1
25320,d,2,b,8,d,8,fourteen,cluster0
15776,d,2,e,4,c,6,twelve,cluster0
13092,d,4,g,1,g,7,eleven,cluster0
18466,c,2,a,4,g,4,thirteen,cluster0
13679,b,2,e,7,h,2,twelve,cluster0
18705,c,2,c,4,f,7,thirteen,cluster0
21248,a,1,h,5,d,2,fourteen,cluster1
19302,c,3,c,7,g,4,thirteen,cluster0
15990,d,3,a,1,c,6,twelve,cluster0
21503,b,1,b,4,f,5,fourteen,cluster1
9805,d,3,d,8,b,6,ten,cluster0
21323,b,1,a,2,c,6,fourteen,cluster1
17724,b,2,e,2,g,2,thirteen,cluster0
25475,d,2,g,6,g,3,fourteen,cluster0
23193,c,1,e,5,e,8,fourteen,cluster1
4777,d,2,b,7,b,2,seven,cluster0
21510,b,1,b,4,g,7,fourteen,cluster1
17216,b,1,e,1,g,2,thirteen,cluster1
26686,b,1,h,8,f,4,fifteen,cluster1
15135,d,1,a,2,h,8,twelve,cluster1
11355,c,2,g,8,e,1,eleven,cluster0
18341,c,1,h,5,d,7,thirteen,cluster1
20453,d,2,e,7,e,4,thirteen,cluster0
9375,d,1,f,5,g,8,ten,cluster1
4791,d,2,d,5,a,4,seven,cluster0
8722,c,1,b,8,g,2,ten,cluster1
20778,d,2,h,3,f,7,thirteen,cluster0
17131,b,1,d,4,d,8,thirteen,cluster1
2475,d,3,e,6,e,7,draw,cluster0
11594,c,3,g,5,f,1,eleven,cluster0
21121,a,1,e,2,g,5,fourteen,cluster1
6694,b,1,c,8,h,1,nine,cluster1
22083,b,1,h,3,e,8,fourteen,cluster1
27481,d,1,d,6,d,4,fifteen,cluster1
27367,d,1,b,7,c,3,fifteen,cluster1
24932,d,1,g,2,g,6,fourteen,cluster1
12496,d,3,c,4,c,8,eleven,cluster0
5150,d,4,g,5,h,3,seven,cluster0
23961,c,2,f,8,f,5,fourteen,cluster0
16612,d,3,h,2,f,4,twelve,cluster0
5450,c,2,b,5,g,1,eight,cluster0
9323,d,1,c,3,a,6,ten,cluster1
22422,b,2,d,8,f,4,fourteen,cluster0
2731,d,4,g,3,h,3,draw,cluster0
23340,c,1,g,1,d,7,fourteen,cluster1
4694,c,3,e,3,h,1,seven,cluster0
14314,c,2,b,8,b,4,twelve,cluster0
3236,d,1,d,2,a,1,four,cluster1
2187,d,2,f,3,g,3,draw,cluster0
8218,d,4,f,1,g,6,nine,cluster0
20970,a,1,a,6,c,2,fourteen,cluster1
22358,b,2,d,1,f,6,fourteen,cluster0
15937,d,2,h,5,b,6,twelve,cluster0
5085,d,4,d,3,a,1,seven,cluster0
19559,d,1,b,7,b,2,thirteen,cluster1
6661,b,1,c,1,a,8,nine,cluster1
4690,c,3,e,3,e,1,seven,cluster0
7544,d,2,h,7,d,8,nine,cluster0
15950,d,2,h,5,e,4,twelve,cluster0
26681,b,1,h,8,d,6,fifteen,cluster1
121,a,1,g,2,f,1,draw,cluster1
20302,d,2,c,3,f,3,thirteen,cluster0
26883,c,1,b,6,d,6,fifteen,cluster1
18307,c,1,h,2,c,8,thirteen,cluster1
3037,c,3,e,3,b,1,two,cluster0
609,b,2,e,3,e,2,draw,cluster0
11338,c,2,g,5,e,1,eleven,cluster0
22211,b,2,a,3,g,4,fourteen,cluster0
9020,c,2,f,8,f,1,ten,cluster0
432,b,1,f,2,g,1,draw,cluster1
3678,d,2,h,6,b,2,five,cluster0
14370,c,2,d,4,d,6,twelve,cluster0
17640,b,2,c,2,h,7,thirteen,cluster0
7164,c,2,f,7,b,8,nine,cluster0
1285,c,2,e,5,f,6,draw,cluster0
24324,d,1,a,8,f,7,fourteen,cluster1
13672,b,2,e,6,g,1,twelve,cluster0
18679,c,2,c,3,e,7,thirteen,cluster0
24633,d,1,d,5,f,3,fourteen,cluster1
18641,c,2,b,8,c,4,thirteen,cluster0
4532,b,2,g,2,e,1,seven,cluster0
11859,d,1,f,7,h,4,eleven,cluster1
15053,c,3,g,4,g,7,twelve,cluster0
1243,c,2,d,6,e,7,draw,cluster0
6127,d,3,d,7,f,1,eight,cluster0
21296,b,1,a,1,d,8,fourteen,cluster1
26336,b,1,e,2,e,4,fifteen,cluster1
18550,c,2,b,1,g,8,thirteen,cluster0
21907,b,1,f,5,c,7,fourteen,cluster1
13121,d,4,h,2,f,3,eleven,cluster0
22233,b,2,a,7,f,4,fourteen,cluster0
16773,a,1,b,1,h,6,thirteen,cluster1
16442,d,3,f,5,d,5,twelve,cluster0
12900,d,4,a,2,f,4,eleven,cluster0
19306,c,3,c,7,h,6,thirteen,cluster0
19813,d,1,f,3,b,7,thirteen,cluster1
18819,c,2,d,8,g,8,thirteen,cluster0
3623,d,2,e,6,a,2,five,cluster0
15840,d,2,f,5,b,7,twelve,cluster0
12142,d,2,e,3,g,7,eleven,cluster0
7920,d,4,a,3,h,3,nine,cluster0
21649,b,1,c,7,g,3,fourteen,cluster1
8112,d,4,d,3,h,6,nine,cluster0
27061,c,1,d,7,g,5,fifteen,cluster1
19751,d,1,e,5,b,3,thirteen,cluster1
21385,b,1,a,5,a,7,fourteen,cluster1
10771,b,2,f,4,e,1,eleven,cluster0
21023,a,1,c,1,e,1,fourteen,cluster1
10401,a,1,g,4,h,7,eleven,cluster1
12571,d,3,d,4,g,5,eleven,cluster0
3329,d,2,f,8,b,1,four,cluster0
23707,c,2,b,2,b,5,fourteen,cluster0
23450,c,1,g,7,f,2,fourteen,cluster1
6147,d,3,e,5,g,2,eight,cluster0
22899,c,1,b,4,e,8,fourteen,cluster1
10746,b,2,e,5,f,1,eleven,cluster0
25304,d,2,b,6,e,5,fourteen,cluster0
26698,b,2,b,8,d,3,fifteen,cluster0
24437,d,1,b,5,e,8,fourteen,cluster1
26389,b,1,f,1,f,6,fifteen,cluster1
15970,d,2,h,7,a,6,twelve,cluster0
22816,c,1,a,8,f,6,fourteen,cluster1
20288,d,2,c,3,c,5,thirteen,cluster0
20918,d,3,f,7,d,6,thirteen,cluster0
24515,d,1,c,2,g,5,fourteen,cluster1
2968,c,2,e,4,a,2,two,cluster0
15623,d,2,c,3,g,3,twelve,cluster0
798,c,1,b,4,c,5,draw,cluster1
22350,b,2,d,1,d,4,fourteen,cluster0
870,c,1,c,8,d,8,draw,cluster1
7497,d,2,d,5,c,8,nine,cluster0
15512,d,2,a,2,f,8,twelve,cluster0
16919,a,1,f,7,g,2,thirteen,cluster1
5489,c,2,c,4,g,3,eight,cluster0
3711,d,3,b,2,d,1,five,cluster0
6819,b,2,d,5,g,1,nine,cluster0
697,b,2,g,4,h,5,draw,cluster0
11706,d,1,c,6,b,3,eleven,cluster1
2326,d,3,a,2,b,3,draw,cluster0
2265,d,2,g,6,g,5,draw,cluster0
24693,d,1,e,1,d,4,fourteen,cluster1
7569,d,3,a,6,a,3,nine,cluster0
21055,a,1,c,7,d,1,fourteen,cluster1
6393,d,4,e,5,c,2,eight,cluster0
5468,c,2,c,1,a,7,eight,cluster0
20392,d,2,d,7,g,7,thirteen,cluster0
19343,c,3,d,8,e,4,thirteen,cluster0
24596,d,1,c,8,g,6,fourteen,cluster1
18226,c,1,f,6,a,7,thirteen,cluster1
5742,d,1,d,5,h,2,eight,cluster1
6511,d,4,g,3,b,1,eight,cluster0
24108,c,3,g,6,f,4,fourteen,cluster0
1523,c,3,f,4,g,5,draw,cluster0
5540,c,2,e,7,h,1,eight,cluster0
23369,c,1,g,2,g,7,fourteen,cluster1
25015,d,1,g,7,c,3,fourteen,cluster1
21917,b,1,f,6,a,5,fourteen,cluster1
2567,d,3,g,4,h,3,draw,cluster0
12827,d,3,h,3,e,8,eleven,cluster0
11498,c,3,e,2,h,3,eleven,cluster0
8796,c,1,g,2,a,8,ten,cluster1
11876,d,1,g,3,a,6,eleven,cluster1
7729,d,3,d,6,h,5,nine,cluster0
21123,a,1,e,2,g,7,fourteen,cluster1
13551,b,1,h,6,c,8,twelve,cluster1
7812,d,3,f,4,g,6,nine,cluster0
24136,d,1,a,1,e,8,fourteen,cluster1
14285,c,2,b,5,b,8,twelve,cluster0
9604,d,2,f,3,g,5,ten,cluster0
16394,d,3,f,1,f,8,twelve,cluster0
6186,d,3,f,7,h,2,eight,cluster0
14101,c,1,g,4,g,8,twelve,cluster1
22593,b,2,h,8,f,3,fourteen,cluster0
25911,a,1,g,7,e,2,fifteen,cluster1
13274,b,1,a,1,a,8,twelve,cluster1
13610,b,2,b,8,e,2,twelve,cluster0
10651,b,1,h,4,h,2,eleven,cluster1
6016,d,3,b,7,g,8,eight,cluster0
25505,a,1,a,2,f,4,fifteen,cluster1
1769,d,1,d,5,d,4,draw,cluster1
17335,b,1,e,8,g,4,thirteen,cluster1
25674,a,1,c,4,h,6,fifteen,cluster1
16738,d,4,g,8,g,6,twelve,cluster0
12047,d,2,d,4,g,7,eleven,cluster0
25859,a,1,e,8,e,4,fifteen,cluster1
21397,b,1,a,5,e,2,fourteen,cluster1
19963,d,2,a,1,d,6,thirteen,cluster0
12620,d,3,e,1,g,5,eleven,cluster0
13781,b,2,h,2,e,2,twelve,cluster0
20145,d,2,b,2,h,6,thirteen,cluster0
7098,c,2,d,5,a,8,nine,cluster0
16175,d,3,b,6,d,6,twelve,cluster0
9133,c,3,b,6,e,2,ten,cluster0
8781,c,1,f,4,f,1,ten,cluster1
9887,d,3,e,5,d,7,ten,cluster0
25783,a,1,e,3,f,5,fifteen,cluster1
10635,b,1,g,7,e,8,eleven,cluster1
8271,d,4,g,3,e,1,nine,cluster0
5682,c,3,g,4,h,7,eight,cluster0
24153,d,1,a,2,c,5,fourteen,cluster1
6021,d,3,b,8,g,1,eight,cluster0
25324,d,2,c,1,e,4,fourteen,cluster0
26961,c,1,c,6,h,6,fifteen,cluster1
15981,d,2,h,8,b,7,twelve,cluster0
4705,c,3,g,5,h,1,seven,cluster0
25024,d,1,g,8,c,3,fourteen,cluster1
5632,c,3,d,8,h,1,eight,cluster0
10340,a,1,b,8,f,1,eleven,cluster1
7192,c,2,h,3,a,7,nine,cluster0
6617,a,1,c,3,g,2,nine,cluster1
4167,d,2,c,4,g,1,six,cluster0
19504,d,1,a,5,h,7,thirteen,cluster1
14706,c,2,h,2,a,4,twelve,cluster0
19001,c,2,g,3,e,8,thirteen,cluster0
11545,c,3,e,8,h,7,eleven,cluster0
25606,a,1,b,4,g,6,fifteen,cluster1
24158,d,1,a,2,d,4,fourteen,cluster1
27924,a,1,h,7,d,4,sixteen,cluster1
2573,d,3,g,5,g,4,draw,cluster0
7113,c,2,d,7,h,2,nine,cluster0
17983,c,1,c,6,e,7,thirteen,cluster1
1404,c,2,g,6,f,7,draw,cluster0
5386,c,1,g,8,h,1,eight,cluster1
26757,b,2,f,6,f,2,fifteen,cluster0
25685,a,1,c,6,h,5,fifteen,cluster1
2289,d,2,h,2,h,1,draw,cluster0
26184,b,1,c,3,g,4,fifteen,cluster1
8832,c,2,a,2,e,2,ten,cluster0
26959,c,1,c,6,h,4,fifteen,cluster1
20438,d,2,e,6,b,5,thirteen,cluster0
24037,c,2,g,8,f,6,fourteen,cluster0
14385,c,2,d,4,g,8,twelve,cluster0
25542,a,1,a,6,g,6,fifteen,cluster1
1622,d,1,a,1,b,1,draw,cluster1
829,c,1,c,3,b,3,draw,cluster1
19966,d,2,a,1,e,4,thirteen,cluster0
8367,a,1,g,2,h,6,ten,cluster1
27347,d,1,b,4,b,6,fifteen,cluster1
13478,b,1,f,7,g,3,twelve,cluster1
25482,d,2,g,7,d,7,fourteen,cluster0
25563,a,1,a,8,f,4,fifteen,cluster1
11187,c,2,d,8,b,8,eleven,cluster0
27045,c,1,d,6,g,4,fifteen,cluster1
12318,d,3,a,1,d,8,eleven,cluster0
11772,d,1,e,3,g,8,eleven,cluster1
10496,b,1,c,5,a,6,eleven,cluster1
4825,d,2,g,4,f,2,seven,cluster0
27677,a,1,b,2,f,6,sixteen,cluster1
1786,d,1,d,7,d,8,draw,cluster1
4082,d,1,g,3,h,1,six,cluster1
168,a,1,h,1,h,2,draw,cluster1
21876,b,1,f,2,e,7,fourteen,cluster1
13448,b,1,f,2,b,8,twelve,cluster1
13269,a,1,h,4,f,3,twelve,cluster1
6928,c,1,b,8,h,2,nine,cluster1
8501,b,1,e,2,a,8,ten,cluster1
24611,d,1,d,2,f,6,fourteen,cluster1
14362,c,2,d,1,h,7,twelve,cluster0
21367,b,1,a,4,e,4,fourteen,cluster1
27246,c,1,g,6,e,3,fifteen,cluster1
7593,d,3,b,3,g,3,nine,cluster0
244,b,1,b,5,c,4,draw,cluster1
25926,a,1,h,1,f,4,fifteen,cluster1
6775,b,2,a,6,h,1,nine,cluster0
16290,d,3,c,8,c,5,twelve,cluster0
8485,b,1,c,8,b,3,ten,cluster1
3464,c,3,f,2,c,1,five,cluster0
7988,d,4,b,3,h,6,nine,cluster0
8618,b,2,c,1,f,1,ten,cluster0
20642,d,2,g,4,d,5,thirteen,cluster0
27881,a,1,g,7,g,5,sixteen,cluster1
15379,d,1,e,8,h,6,twelve,cluster1
16229,d,3,c,1,g,4,twelve,cluster0
16834,a,1,d,6,e,1,thirteen,cluster1
19778,d,1,e,6,h,3,thirteen,cluster1
17545,b,1,h,8,g,2,thirteen,cluster1
991,c,1,f,4,e,3,draw,cluster1
11920,d,2,a,3,h,5,eleven,cluster0
7375,d,1,a,7,h,8,nine,cluster1
9080,c,3,a,5,e,1,ten,cluster0
13650,b,2,e,1,f,5,twelve,cluster0
13557,b,1,h,7,g,1,twelve,cluster1
15136,d,1,a,3,b,8,twelve,cluster1
4244,d,2,h,2,f,1,six,cluster0
8536,b,1,g,5,h,3,ten,cluster1
1076,c,1,g,7,f,8,draw,cluster1
24189,d,1,a,3,d,6,fourteen,cluster1
1590,c,3,h,2,g,1,draw,cluster0
13598,b,2,b,5,f,2,twelve,cluster0
18216,c,1,f,4,a,5,thirteen,cluster1
6386,d,4,e,4,f,3,eight,cluster0
21893,b,1,f,4,b,6,fourteen,cluster1
3563,d,1,h,7,b,1,five,cluster1
15060,c,3,g,6,e,2,twelve,cluster0
11686,d,1,c,2,b,5,eleven,cluster1
27820,a,1,f,7,f,3,sixteen,cluster1
5750,d,1,e,5,a,2,eight,cluster1
5804,d,2,a,2,h,2,eight,cluster0
28029,b,1,f,6,d,6,sixteen,cluster1
3179,d,1,b,3,b,1,three,cluster1
13668,b,2,e,5,e,1,twelve,cluster0
9981,d,3,g,1,a,5,ten,cluster0
4563,c,1,b,8,a,1,seven,cluster1
6773,b,2,a,5,h,1,nine,cluster0
2660,d,4,d,1,e,1,draw,cluster0
26674,b,1,h,8,c,3,fifteen,cluster1
25138,d,1,h,4,c,5,fourteen,cluster1
14643,c,2,f,8,a,6,twelve,cluster0
8339,a,1,c,3,d,1,ten,cluster1
25349,d,2,c,7,e,7,fourteen,cluster0
23920,c,2,f,6,b,6,fourteen,cluster0
11037,c,1,g,5,e,1,eleven,cluster1
26976,c,1,c,7,f,5,fifteen,cluster1
18481,c,2,a,6,g,6,thirteen,cluster0
15501,d,1,h,8,f,2,twelve,cluster1
14170,c,1,h,8,f,2,twelve,cluster1
17242,b,1,e,2,g,5,thirteen,cluster1
13925,c,1,d,4,g,8,twelve,cluster1
24167,d,1,a,2,e,7,fourteen,cluster1
21292,b,1,a,1,d,4,fourteen,cluster1
15681,d,2,d,4,f,7,twelve,cluster0
22678,c,1,a,3,c,8,fourteen,cluster1
7427,d,1,g,6,h,8,nine,cluster1
5549,c,2,g,3,e,2,eight,cluster0
12951,d,4,b,3,f,4,eleven,cluster0
17343,b,1,e,8,h,7,thirteen,cluster1
3365,d,2,h,8,b,1,four,cluster0
5611,c,3,d,4,h,2,eight,cluster0
3543,d,1,g,5,a,1,five,cluster1
5833,d,2,b,5,h,3,eight,cluster0
17170,b,1,d,6,d,1,thirteen,cluster1
12415,d,3,b,2,g,8,eleven,cluster0
19184,c,2,h,7,c,6,thirteen,cluster0
25536,a,1,a,6,f,3,fifteen,cluster1
25470,d,2,g,6,e,4,fourteen,cluster0
24358,d,1,b,2,c,5,fourteen,cluster1
15112,c,3,h,8,g,3,twelve,cluster0
105,a,1,f,5,f,4,draw,cluster1
26998,c,1,c,8,f,5,fifteen,cluster1
18129,c,1,e,3,e,7,thirteen,cluster1
24997,d,1,g,6,a,5,fourteen,cluster1
19997,d,2,a,2,h,4,thirteen,cluster0
10500,b,1,c,5,g,2,eleven,cluster1
18973,c,2,g,1,g,7,thirteen,cluster0
23977,c,2,g,2,f,5,fourteen,cluster0
8066,d,4,c,4,h,7,nine,cluster0
17869,c,1,a,5,d,8,thirteen,cluster1
25407,d,2,f,2,e,4,fourteen,cluster0
2621,d,3,h,5,h,6,draw,cluster0
19113,c,2,h,2,g,6,thirteen,cluster0
13245,a,1,f,7,g,1,twelve,cluster1
4137,d,2,b,4,g,1,six,cluster0
21645,b,1,c,6,f,2,fourteen,cluster1
10565,b,1,d,8,h,2,eleven,cluster1
15237,d,1,d,2,c,5,twelve,cluster1
24752,d,1,e,7,b,3,fourteen,cluster1
79,a,1,f,2,e,1,draw,cluster1
2009,d,2,a,6,a,7,draw,cluster0
22900,c,1,b,4,f,4,fourteen,cluster1
23025,c,1,c,5,c,7,fourteen,cluster1
12126,d,2,e,2,g,8,eleven,cluster0
1889,d,1,f,8,g,7,draw,cluster1
2843,c,2,d,4,a,1,one,cluster0
10939,c,1,e,6,h,2,eleven,cluster1
9600,d,2,f,2,h,8,ten,cluster0
4523,b,1,g,2,e,1,seven,cluster1
5824,d,2,b,1,h,2,eight,cluster0
24001,c,2,g,6,e,4,fourteen,cluster0
5069,d,4,b,8,h,1,seven,cluster0
7771,d,3,e,5,g,3,nine,cluster0
4429,d,3,h,3,b,2,six,cluster0
16911,a,1,f,6,h,1,thirteen,cluster1
11752,d,1,d,7,a,2,eleven,cluster1
2092,d,2,c,6,d,7,draw,cluster0
7476,d,2,c,7,h,8,nine,cluster0
19912,d,1,h,5,b,7,thirteen,cluster1
17396,b,1,f,6,d,7,thirteen,cluster1
869,c,1,c,8,d,7,draw,cluster1
22903,c,1,b,4,f,7,fourteen,cluster1
21137,a,1,e,4,h,4,fourteen,cluster1
4021,d,1,b,8,h,1,six,cluster1
23650,c,1,h,8,d,3,fourteen,cluster1
5129,d,4,f,7,e,2,seven,cluster0
21521,b,1,b,5,d,7,fourteen,cluster1
23355,c,1,g,2,b,3,fourteen,cluster1
26238,b,1,c,8,e,2,fifteen,cluster1
20408,d,2,e,1,b,3,thirteen,cluster0
11616,c,3,h,1,h,5,eleven,cluster0
26730,b,2,c,7,f,4,fifteen,cluster0
19453,c,3,h,8,h,6,thirteen,cluster0
26513,b,1,g,5,b,3,fifteen,cluster1
152,a,1,g,5,h,6,draw,cluster1
26483,b,1,g,2,d,6,fifteen,cluster1
394,b,1,e,5,d,5,draw,cluster1
20962,a,1,a,5,e,4,fourteen,cluster1
3420,d,4,d,2,g,1,four,cluster0
9448,d,2,c,1,b,3,ten,cluster0
19019,c,2,g,4,d,7,thirteen,cluster0
4251,d,3,a,4,b,2,six,cluster0
22785,c,1,a,7,f,7,fourteen,cluster1
9693,d,3,a,1,a,6,ten,cluster0
21324,b,1,a,2,c,7,fourteen,cluster1
16206,d,3,b,8,f,5,twelve,cluster0
14225,c,2,a,5,d,7,twelve,cluster0
22006,b,1,g,5,e,4,fourteen,cluster1
8558,b,1,h,4,h,1,ten,cluster1
3858,d,3,h,4,c,1,five,cluster0
2106,d,2,d,4,c,4,draw,cluster0
11718,d,1,c,7,e,8,eleven,cluster1
12656,d,3,e,3,f,3,eleven,cluster0
20073,d,2,a,7,g,7,thirteen,cluster0
3035,c,3,e,1,b,1,two,cluster0
15669,d,2,d,3,e,7,twelve,cluster0
9204,c,3,e,5,f,2,ten,cluster0
11102,c,2,b,1,h,4,eleven,cluster0
24978,d,1,g,5,d,5,fourteen,cluster1
26102,b,1,b,7,d,3,fifteen,cluster1
22751,c,1,a,6,e,6,fourteen,cluster1
1431,c,2,h,3,g,2,draw,cluster0
17994,c,1,c,7,h,4,thirteen,cluster1
1664,d,1,b,2,b,3,draw,cluster1
9289,d,1,a,5,h,4,ten,cluster1
25398,d,2,f,1,e,4,fourteen,cluster0
585,b,2,d,3,e,2,draw,cluster0
12484,d,3,c,1,h,8,eleven,cluster0
15195,d,1,b,6,h,7,twelve,cluster1
12480,d,3,c,1,h,4,eleven,cluster0
13262,a,1,g,8,d,1,twelve,cluster1
25261,d,2,a,2,f,3,fourteen,cluster0
6296,d,4,b,5,h,3,eight,cluster0
19331,c,3,d,3,f,6,thirteen,cluster0
15556,d,2,a,7,b,3,twelve,cluster0
4789,d,2,d,4,g,3,seven,cluster0
5361,c,1,e,8,h,1,eight,cluster1
3544,d,1,g,5,b,1,five,cluster1
24647,d,1,d,6,h,6,fourteen,cluster1
27149,c,1,f,6,e,2,fifteen,cluster1
256,b,1,b,7,a,7,draw,cluster1
6631,b,1,a,3,e,2,nine,cluster1
20024,d,2,a,4,d,7,thirteen,cluster0
242,b,1,b,5,b,4,draw,cluster1
8835,c,2,a,3,a,5,ten,cluster0
14177,c,2,a,1,a,4,twelve,cluster0
18580,c,2,b,3,e,8,thirteen,cluster0
2485,d,3,e,7,f,7,draw,cluster0
14765,c,2,h,8,a,8,twelve,cluster0
3510,d,1,e,5,a,1,five,cluster1
2294,d,2,h,3,h,2,draw,cluster0
25919,a,1,h,1,c,3,fifteen,cluster1
3334,d,2,g,3,a,1,four,cluster0
11481,c,3,d,5,h,7,eleven,cluster0
25483,d,2,g,7,e,4,fourteen,cluster0
17367,b,1,f,3,h,3,thirteen,cluster1
20230,d,2,b,8,e,8,thirteen,cluster0
8021,d,4,b,8,f,1,nine,cluster0
13990,c,1,e,1,f,8,twelve,cluster1
1045,c,1,g,3,g,2,draw,cluster1
10097,d,4,b,1,g,3,ten,cluster0
5927,d,2,h,5,f,1,eight,cluster0
18636,c,2,b,7,g,7,thirteen,cluster0
23598,c,1,h,5,f,7,fourteen,cluster1
17831,b,2,h,8,h,4,thirteen,cluster0
10512,b,1,c,7,a,5,eleven,cluster1
26889,c,1,b,6,f,4,fifteen,cluster1
12684,d,3,e,7,b,4,eleven,cluster0
13050,d,4,d,8,g,4,eleven,cluster0
2342,d,3,a,6,a,5,draw,cluster0
27168,c,1,f,7,e,2,fifteen,cluster1
704,b,2,g,5,h,5,draw,cluster0
22965,c,1,b,8,g,8,fourteen,cluster1
16876,a,1,f,2,h,6,thirteen,cluster1
23993,c,2,g,5,e,5,fourteen,cluster0
20026,d,2,a,4,e,5,thirteen,cluster0
20378,d,2,d,5,f,4,thirteen,cluster0
1019,c,1,f,7,f,8,draw,cluster1
16727,d,4,f,3,f,6,twelve,cluster0
19582,d,1,c,6,f,8,thirteen,cluster1
12194,d,2,e,8,h,3,eleven,cluster0
18886,c,2,f,1,e,7,thirteen,cluster0
19212,c,2,h,8,g,4,thirteen,cluster0
1503,c,3,f,2,f,1,draw,cluster0
5752,d,1,e,7,a,2,eight,cluster1
1528,c,3,f,5,g,4,draw,cluster0
26281,b,1,d,3,e,6,fifteen,cluster1
7430,d,1,g,8,h,6,nine,cluster1
6972,c,1,g,2,h,4,nine,cluster1
19588,d,1,c,8,h,6,thirteen,cluster1
24424,d,1,b,5,b,8,fourteen,cluster1
9011,c,2,f,7,c,8,ten,cluster0
14032,c,1,e,7,h,7,twelve,cluster1
14887,c,3,b,7,h,7,twelve,cluster0
18020,c,1,d,3,d,8,thirteen,cluster1
15873,d,2,g,5,b,7,twelve,cluster0
19878,d,1,g,8,a,7,thirteen,cluster1
5566,c,2,g,8,h,2,eight,cluster0
7023,c,2,b,4,f,3,nine,cluster0
9466,d,2,c,3,a,6,ten,cluster0
7222,c,3,a,4,e,3,nine,cluster0
336,b,1,d,5,c,5,draw,cluster1
17892,c,1,a,6,b,8,thirteen,cluster1
5781,d,1,g,7,h,1,eight,cluster1
24268,d,1,a,7,b,4,fourteen,cluster1
11644,c,3,h,8,h,4,eleven,cluster0
12505,d,3,c,4,h,4,eleven,cluster0
14668,c,2,g,5,b,6,twelve,cluster0
7142,c,2,e,8,f,1,nine,cluster0
12531,d,3,c,8,h,7,eleven,cluster0
7490,d,2,d,4,b,8,nine,cluster0
8388,a,1,h,3,f,2,ten,cluster1
710,b,2,g,6,h,5,draw,cluster0
15312,d,1,e,1,h,4,twelve,cluster1
26086,b,1,b,6,e,3,fifteen,cluster1
21602,b,1,c,3,h,7,fourteen,cluster1
10203,d,4,e,4,f,4,ten,cluster0
8472,b,1,c,7,a,3,ten,cluster1
11491,c,3,e,1,h,5,eleven,cluster0
5134,d,4,f,8,h,1,seven,cluster0
14894,c,3,b,8,h,5,twelve,cluster0
1633,d,1,a,3,b,4,draw,cluster1
18326,c,1,h,5,b,4,thirteen,cluster1
977,c,1,f,2,e,3,draw,cluster1
11328,c,2,g,2,a,8,eleven,cluster0
13644,b,2,d,5,g,6,twelve,cluster0
17792,b,2,g,5,f,2,thirteen,cluster0
7715,d,3,d,5,b,8,nine,cluster0
388,b,1,e,4,e,3,draw,cluster1
10535,b,1,d,2,c,8,eleven,cluster1
17631,b,2,b,8,h,6,thirteen,cluster0
4049,d,1,d,3,g,2,six,cluster1
25854,a,1,e,8,d,1,fifteen,cluster1
19591,d,1,d,2,d,7,thirteen,cluster1
4461,d,4,e,4,a,1,six,cluster0
20372,d,2,d,3,g,3,thirteen,cluster0
27900,a,1,h,3,d,3,sixteen,cluster1
18353,c,1,h,5,g,8,thirteen,cluster1
24496,d,1,c,1,h,4,fourteen,cluster1
25516,a,1,a,3,f,5,fifteen,cluster1
17909,c,1,a,8,h,6,thirteen,cluster1
14735,c,2,h,5,c,6,twelve,cluster0
5263,b,2,d,3,h,1,eight,cluster0
25991,b,1,a,3,e,3,fifteen,cluster1
3073,c,3,g,4,c,1,two,cluster0
9769,d,3,d,1,b,6,ten,cluster0
12099,d,2,e,1,a,6,eleven,cluster0
4187,d,2,d,3,g,1,six,cluster0
22055,b,1,h,1,f,7,fourteen,cluster1
16905,a,1,f,5,h,7,thirteen,cluster1
24072,c,2,h,6,f,5,fourteen,cluster0
10271,d,4,h,1,h,3,ten,cluster0
